General Features;Version;Last Release Date;Author;URL;Free and Open Source;License;Programming Language;Data Storage;License Cost/ Fee;Development status;Intended Audience;Hosting Features;Storage Quota;Bandwidth Quota;Other Limits;Topic Restrictions;Corporate Branding;Own Domain;Ads allowed;System Requirements;Operating System;Root Access;Webserver;Other Requirements;Datastorage;Text Files;MySQL;PostgreSQL;Oracle;SQLite;BerkeleyDB;RCS;Other;Security/Anti-Spam;Page Permissions;ACL;Authentication Backends;Host Blocking;Mail Encryption;nofollow;Blacklist;CAPTCHA;Delayed Indexing;Development/Support;Commercial Support;Preconfigured Hosting;Code Repository;Issue Tracker;Mailing List;Support Forum;IRC Channel;Common Features;Preview;Minor Changes;Change Summary;Page History;Page Revisions;Revision Diffs;Page Index;Plugin System;Special Features;Unicode Support;Right-to-Left Support;Interface Languages;;Email notification;Comments;Categories;Namespaces;Page Redirection;Conflict Handling;Search;Wiki Farming;Structured Data;Links;CamelCase;Freelinks;Backlinks;InterWiki;SisterWiki;Image Links;Windows Shares;Page Redirects;Syntax Features;HTML Tags;Math formulas;Tables;CREOLE support;Markdown Support;Textile Support;BBCode Support;Emoticon Images;Syntax Highlighting;Footnotes;Quoting;Internal Comments;Custom styles;FAQ Tags;Scripting;Content Includes;Feed Aggregation;Usability;Section Editing;Page Templates;Double-Click Edit;Toolbar;WYSIWYG Editing;Access Keys;Auto Signature;Statistics;Recent Changes;Wanted Pages;Orphaned Pages;Most/Least Popular;Recent Visitors;Analysis;Output;HTML;CSS Stylesheets;Printer Friendly;Mobile Friendly;Themes & Skins;RSS Feeds;ATOM Feeds;Abbreviations;Auto-TOC;Raw Export;HTML Export;XML export;PDF Export;Media and Files;File Attachments;Media Revisions;Embedded Flash;Embedded Video;Image Editing;SVG Editing;MindMap Editing;Media Search;Extras;Calendar;Image Galleries;Forums;Blogs;Ticket System;Syntax Examples;Internal Link;;;;;;External Link;;;;;;;;Headlines;;;;;;;;;;;;;Bold Format;;;;;;Italics Format;;;;;;Underline Format;;;;;;Monospace Format;;;;;;;Strikethrough Format;;;Superscript Format;;;Subscript Format;;;;Images;;;;;;;;;;;;;;;;;;Aligning Text;;;;;;;Text Indentation;;;;Bulleted Lists;;;;;;;;;;Numbered Lists;;;;;;;;;;Definition Lists;;;;;;;Horizontal Rule;;;Try it;;;;;;
Wiki Spot ;does not apply;does not apply;Philip Neustrom;wikispot.org;does not apply;does not apply;does not apply;does not apply;Free;does not apply;Communities / Interest Groups / Non-Profits;Wiki Spot ;No;No;No;Non-Commercial;No;Optional;No;Wiki Spot ;does not apply;does not apply;does not apply;does not apply;Wiki Spot ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;Wiki Spot ;Yes;Yes;does not apply;Yes;Optional;No;No;No;No;Wiki Spot ;No;does not apply;does not apply;wikispot.org;wikispot.org;wikispot.org;wikispot.org;Wiki Spot ;Yes;No;Yes;Yes;Unlimited;Between all;Yes;No;Wiki Spot ;Yes;Optional;Not localized;;No;Discussion Pages;No;Yes;Yes;Conflict Detection;Full Text;does not apply;No;Wiki Spot ;No;Yes;Yes;Yes;No;No;No;Yes;Wiki Spot ;None;Yes;simple + complex;No;No;No;No;No;No;Yes;Yes;Yes;No;No;none;Yes;No;Wiki Spot ;No;Yes;Yes;Yes;No;No;Yes;Wiki Spot ;Yes;Yes;Yes;No;No;No;Wiki Spot ;HTML 4;Yes;Print CSS;Optional;Yes;Yes;No;No;Yes;No;No;No;No;Wiki Spot ;Yes;Yes;No;No;No;No;No;No;Wiki Spot ;Yes;No;No;No;No;Wiki Spot ;"[""Front Page""]";;;;;;;;;;;;;;;[http://www.example.com];;;;;;;;;;= Headline =;== SubHeading ==;;;;;;'''Bold''';;;;''Italic'';;;__Underline__;;;;{{{Monospace}}};;;;;--XStrikethroughX--;;^superscript^;;;;,,subscript,,;;;;[[Image(filename)]];;[[Image(filename, right, thumbnail, 400, noborder)]];;;;;;;;;;;-->Center<--;;;;;;"A space before a paragraph causes it to indent; more spaces cause further indent.";;;;;;;;* Item;* Item;;;;;1. Item;1. Item;;;;;;;name :: definition;;;;;;;----;;;;;;;;;;;;;;;;;;;;;
Wiki-Toolkit ;0.72;38960;Dominic Hargreaves;www.wiki-toolkit.org;Yes;GPL/Artistic;Perl;Database;Free;Mature;Wiki Developers;Wiki-Toolkit ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;Wiki-Toolkit ;Anything that runs Perl;No;Anything with CGI support;;Wiki-Toolkit ;No;Yes;Yes;No;Yes;No;No;;Wiki-Toolkit ;Yes;No;Plugin Interface;No;No;No;No;No;No;Wiki-Toolkit ;No;No;urchin.earth.li;www.wiki-toolkit.org;www.earth.li;www.wiki-toolkit.org;#wiki-toolkit on irc.perl.org;Wiki-Toolkit ;Plugin;Plugin;Plugin;Yes;Unlimited;Between all;Yes;;Wiki-Toolkit ;Yes;Optional;;;Plugin;Plugin;Plugin;Plugin;Plugin;Conflict Detection;Full Text;;;Wiki-Toolkit ;Optional;Plugin;Yes;Plugin;Plugin;No;No;;Wiki-Toolkit ;All;;;;;;;;;;;;Plugin;;;;;Wiki-Toolkit ;;;;;;;;Wiki-Toolkit ;Yes;Plugin;Plugin;;;;Wiki-Toolkit ;;;;;;Plugin;Plugin;;;;;;;Wiki-Toolkit ;No;No;No;No;No;No;No;No;Wiki-Toolkit ;;;;;;Wiki-Toolkit ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wikia ;does not apply;does not apply;Wikia, Inc.;www.wikia.com;does not apply;does not apply;does not apply;does not apply;$0;does not apply;All users;Wikia ;unlimited;unlimited;none;hate speech, personal attacks, we believe in kindness;Yes;Optional;Yes;Wikia ;does not apply;does not apply;does not apply;does not apply;Wikia ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;Wikia ;Yes;Yes;does not apply;Yes;Yes;Yes;Yes;Optional;Optional;Wikia ;Yes, 1 listed;does not apply;does not apply;;;forums.wikia.com;##wikia on freenode;Wikia ;Yes;Yes;Yes;Yes;Unlimited;Between all;Yes;;Wikia ;Yes;Yes;;;Optional;Discussion Pages;Yes;Yes;Yes;Conflict Resolution;Full Text;does not apply;;Wikia ;Optional;Yes;Yes;Yes;Optional;Yes;No;;Wikia ;Some;Yes;simple + complex;Optional;Optional;Optional;Optional;Optional;Optional;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;Wikia ;Yes;Yes;Yes;Yes;Yes;Yes;Optional;Wikia ;Yes;Yes;Yes;Yes;No;Yes;Wikia ;XHTML 1.0 Transitional;Yes;Print CSS;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Optional;Wikia ;Yes;Yes;;Yes;;;;Keywords;Wikia ;;Yes;Yes;Yes;;Wikia ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WikiASP ;37408;10/13/2005;Elrey Ronald V.;lambda.vze.com;Yes;FREE;ASP;Database;;Beta;Non-IT, Student, Hobbyist;WikiASP ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;WikiASP ;Windows;;IIS;Optional ADOX FSO components on IIS;WikiASP ;;;;;;;;MS Access DB;WikiASP ;Yes;;;No;;;;;;WikiASP ;No;No;lambda.vze.com;lambda.vze.com;lambda326@hotmail.com;lambda.vze.com;;WikiASP ;No;Yes;No;Yes;;No;Yes;;WikiASP ;Yes;No;;;No;;;;;Conflict Resolution;;;;WikiASP ;Yes;Yes;;Yes;;No;;;WikiASP ;Optional;;simple;;;;;;Yes;Yes;Yes;;No;;;;Yes;WikiASP ;;;Yes;Patch;;;Yes;WikiASP ;Yes;;;;Yes;;WikiASP ;HTML 4;Yes;;;Patch;Yes;No;No;;;;;;WikiASP ;No;No;No;No;No;No;No;No;WikiASP ;;;;;;WikiASP ;WikiWord;;;;;;;;;;;;;;;[New Cnn|http://www.cnn.com];;;;;;;;;;==Headline1;===Headline2;====Headline3;=====Headline4;;;;'''BoldFormat''';;{bold}BoldFormat{/b};;''The quotation'';;;;;;;<space char here>This is mono;;;;;_This is Strike Through_;;;;;;;;;;image:http://wite/image/icon.jpg;;image:local:icon.jpg;;;;;;;;;;;;;;;;;>Indent 1;>>Indent2;;;;;;;* Test;* Bullets;;;;;1. Test Numeer;1. Test Two;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WikiCrowd ;0.0.16;40511;Stas Davydov;code.google.com;Yes;LGPL;PHP, XSL, JavaScript;Files;0;Beta;Personal, Corporate, Community;WikiCrowd ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;WikiCrowd ;Any;No;Apache;PHP 5.2 or later, Apache mod_rewrite, iconv;WikiCrowd ;Yes;No;No;No;No;No;No;No;WikiCrowd ;Yes;Yes;No;No;No;No;No;No;No;WikiCrowd ;No;No;wikicrowd.googlecode.com;code.google.com;No;No;No;WikiCrowd ;No;Yes;No;Yes;Unlimited;To current;No;Yes;WikiCrowd ;Yes;Yes;2 languages;English, Russian;No;No;No;No;No;Conflict Resolution;Not available;No;Plugin;WikiCrowd ;No;Yes;No;No;No;No;No;No;WikiCrowd ;All;No;complex;No;No;No;No;No;No;Yes;Yes;No;Plugin;No;Plugin, JavaScript;No;No;WikiCrowd ;Yes;Yes;Yes;No;No;No;No;WikiCrowd ;Yes;No;No;No;No;No;WikiCrowd ;XHTML 1.0 Strict;Yes;No;No;Yes;Yes;No;No;No;No;No;No;No;WikiCrowd ;Plugin;Plugin;Yes;Plugin;No;No;No;No;WikiCrowd ;No;No;No;No;No;WikiCrowd ;"@page ""Another Wiki Page""";"@page[Wiki Page] ""Link to Wiki Page""";@page[Wiki Page];[[Wiki Page or URL]];;;;;;;;;;;;@page[http://wikimatrix.org];"@page[http://wikimatrix.org] ""It's a link to WikiMatrix""";[[http://wikimatrix.org]];;;;;;;;@title Some Title;@subtitle Some Subtitle;@subsubtitle Some Subsubtitle;;;;;*bold*;;;;//italic//;;; No;;;; No;;;;; No;;^superscript^;;;;_subscript_;;;;@img url;;;;;;;;;;;;; No;;;;;; No;;;;;;;;@listitem Red;Green;Blue;;;; No;;;;;;;; No;;;;;;; No;;;;;;;;;;;;;;;;;;;;;
WikiDoc ;1.0.333.4;38992;David Gorisek;wiki.gorisek.com;No;per Server;Smalltalk;Files, DB;200 EUR;Mature;intranets, can also be used as CMS, easy to setup;WikiDoc ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;WikiDoc ;Windows or Linux;No;built-in;self contained;WikiDoc ;No;No;No;No;No;No;No;yes, object database OmniBase;WikiDoc ;Yes;Yes;none;Optional;Yes;No;No;No;No;WikiDoc ;Yes, 1 listed;Yes;;;;;;WikiDoc ;Yes;Yes;No;Yes;Unlimited;No;Yes;;WikiDoc ;No;No;4 languages;English, German, , Slovenian;No;No;Yes;Yes;No;Conflict Resolution;Full Text;;;WikiDoc ;Yes;Yes;Yes;Yes;No;Yes;No;;WikiDoc ;All;No;simple;No;No;No;No;No;No;No;No;No;No;No;;Yes;No;WikiDoc ;No;;No;Yes;Yes;No;No;WikiDoc ;Yes;Yes;No;No;Yes;No;WikiDoc ;XHTML 1.0 Transitional;Yes;Print View;;Optional;No;;;Yes;;Yes;;;WikiDoc ;Yes;No;No;No;No;No;No;Filenames only;WikiDoc ;;;;;;WikiDoc ;[[Other page]];[[Other page|link to some other page]];;;;;;;;;;;;;;[http://wiki.gorisek.com];;;;;;;;;;==heading 1==;;;;;;;''this is bold''';;;;''italic'';;;__underline__;;;;<pre>monospace</pre>;;;;;HTML;;HTML;;;;HTML;;;;[[image:file.gif]];[[figure:file2.gif|caption text]];;;;;;;;;;;;HTML;;;;;;HTML;;;;;;;;* bullet 1;** bullet 2;;;;;# level one;#* level 2 bullet;#*# level 3 numbered;;;;;;HTML;;;;;;;HTML;;;;;;;;;;;;;;;;;;;;;
Wikidot ;;;Michal Frackowiak;www.wikidot.com;Yes;AGPLv3;;Database;Free / Paid Accounts (starts from $5 per month);Mature;companies, private users, social groups and communities, software developers, tech geeks;Wikidot ;1500MB for free users, more for Pro accounts;no limit;max uploaded file size limit;by Terms Of Service;Yes;Yes;Yes;Wikidot ;;;;;Wikidot ;;;Yes;;;;;;Wikidot ;Yes;Yes;;Yes;No;Yes;Yes;Yes;Yes;Wikidot ;Yes, 1 listed;Yes;www.wikidot.org;;n/a;community.wikidot.com;n/a;Wikidot ;Yes;Yes;Yes;Yes;Unlimited;Between all;Yes;No;Wikidot ;Yes;Yes;2 languages;English, Polish;Yes;Threaded;Yes;Yes;Yes;Page Locking;Full Text;Yes;Yes;Wikidot ;No;Yes;Yes;Yes;No;Yes;No;Yes;Wikidot ;None;Yes;simple + complex;No;No;No;No;No;Yes;Yes;Yes;Yes;Yes;No;CSS styles, embeddable JavaScript, reporting language;Yes;Yes;Wikidot ;Yes;Yes;No;Yes;No;Yes;Yes;Wikidot ;Yes;Yes;Yes;No;No;Yes;Wikidot ;XHTML 1.0 Transitional;Yes;Print View;Optional;Yes;Yes;No;No;Yes;Yes;No;No;No;Wikidot ;Yes;No;Yes;Yes;No;No;No;No;Wikidot ;Optional;Yes;Yes;Yes;Yes;Wikidot ;[[[page-name]]] or;[[[page-name|anchor]]];;;;;;;;;;;;;;http://www.wikimatrix.org or ;[http://www.wikimatrix.org WikiMatrix];;;;;;;;;+++ headline level 3;;;;;;;**bold text**;;;;//italic text//;;;__underlined text__;;;;{{monospaced text}};;;;;--strikethrough text--;;^^superscript^^;;;;,,subscript,,;;;;"[[image src=""...""]]";;;;;;;;;;;;;#NAME?;;;;;;> First level of indentation;>> Second level of indentation.;;;;;;;* element 1;* element 2;;;;;# element 1;# element 1;;;;;;;: item : description;;;;;;;----;;;;;;;;;;;;;;;;;;;;;
wikihost.org ;does not apply;does not apply;Thomas Friebel;www.wikihost.org;does not apply;does not apply;does not apply;does not apply;Free wiki hosting service;does not apply;everybody;wikihost.org ;none;none;none;no porn, no illegal stuff, no spam;Yes;No;No;wikihost.org ;does not apply;does not apply;does not apply;does not apply;wikihost.org ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;wikihost.org ;Yes;Yes;does not apply;No;Yes;Yes;No;Yes;No;wikihost.org ;No;does not apply;does not apply;;;www.wikihost.org;;wikihost.org ;Yes;No;Yes;Yes;Restricted by Number;Between all;Yes;No;wikihost.org ;Yes;;2 languages;German, English;Optional;Discussion Pages;Yes;Yes;No;Page Locking;Full Text;does not apply;No;wikihost.org ;No;Yes;Yes;No;No;Yes;No;No;wikihost.org ;Some;No;simple + complex;No;No;No;No;No;No;No;No;Yes;Yes;No;;Yes;Yes;wikihost.org ;Yes;Yes;No;Yes;Yes;Yes;No;wikihost.org ;Yes;Yes;Yes;No;No;No;wikihost.org ;HTML 4;Yes;;Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;wikihost.org ;Yes;No;No;Yes;No;No;No;Keywords;wikihost.org ;No;No;No;No;No;wikihost.org ;[[targetpage]];[[targetpage|link to target page]];;;;;;;;;;;;;;[[http://www.example.com|Go to example]];http://www.website.com;;;;;;;;;====== Very big heading;===== Big heading;==== Middle heading;=== Small heading;== Very small heading;;;**bold**;;;;//italic//;;;__underline__;;;;~~monospace~~;;;;;--strikethrough--;;´´Super´´;;;;,,Sub,,;;;;{{img:internal|100x200|border:10px solid green}};{{http://www.image.com/image.gif|200x}};{{img:picture}};;;;;;;;;;;[<left<];[=center=];[>right>];;;;two blanks on line beginning indent the line;;;;;;;;* item 1;* sub item 1;* sub item 2;* item 2;;;# item 1;# sub item 1;# sub item 2;* sub sub bullet 1;* sub sub bullet 2;# item 2;;;;;;;;;;----;;;;;;;;;;;;;;;;;;;;;
WikiNi ;0.5.0;39420;;www.wikini.net;Yes;GPL;PHP;Database;0 ($, €, £, ¥, ...);Mature;End Users/Desktop, Education;WikiNi ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;WikiNi ;all (UNIX, Windows, MacOS X);No;;;WikiNi ;No;Yes;No;No;No;No;No;;WikiNi ;Yes;Yes;;;;No;No;Patch;No;WikiNi ;No;;;;;;;WikiNi ;Yes;No;Yes;Yes;Restricted by Age;Between all;Yes;Yes;WikiNi ;No;;Not localized;;Plugin;Threaded;;Patch;Yes;Conflict Detection;Full Text;;;WikiNi ;Yes;Yes;Yes;Yes;No;;No;;WikiNi ;Optional;Plugin;simple + complex;No;No;No;No;No;Yes;Plugin;;;Patch;No;;Yes;Patch;WikiNi ;No;;Yes;Patch;No;Yes;No;WikiNi ;Yes;Yes;Yes;No;No;No;WikiNi ;XHTML 1.0 Transitional;Yes;Print CSS;;Optional;Yes;No;No;;Yes;No;No;Plugin;WikiNi ;Plugin;;Plugin;Plugin;No;No;No;No;WikiNi ;;;;;;WikiNi ;wiki word (XxxXxxxxx);;;;;;;;;;;;;;;[[ ]];;;;;;;;;;====== ====== level 1;===== ===== level 2;==== ==== level 3;=== === level 4;== == level 5;;;** **;;;;// //;;;__ __;;;;## ##;;;;;@@ @@;;;;;;;;;;;;;;;;;;;;;;;;;;;;;[space] level 1;[space][space] level 2;[space][space][...] level X;;;;;;-;-;-;;;;1);1);1);;;;;;;;;;;;;----;;;;;;;;;;;;;;;;;;;;;
WikiPack ;does not apply;does not apply;Mark Beattie;wikipackit.com;does not apply;does not apply;does not apply;does not apply;Free while in open beta;does not apply;Individual Markdown geeks & writers;WikiPack ;None (determined by Dropbox plan);None;None while in open beta;None;No;No;No;WikiPack ;does not apply;does not apply;does not apply;does not apply;WikiPack ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;WikiPack ;No;No;does not apply;No;No;No;No;No;No;WikiPack ;No;does not apply;does not apply;goo.gl;eepurl.com;goo.gl;None;WikiPack ;No;No;No;Yes;Unlimited;Between all;Yes;No;WikiPack ;Yes;No;Not localized;;No;No;No;No;No;Conflict Resolution;Full Text;does not apply;No;WikiPack ;No;Yes;Yes;No;No;No;No;No;WikiPack ;Some;No;simple;No;Yes;No;No;No;No;No;Yes;No;No;No;None;No;No;WikiPack ;No;No;No;No;No;No;No;WikiPack ;No;No;No;No;No;No;WikiPack ;XHTML 1.0 Strict;No;Print View;No;No;No;No;No;Yes;No;No;No;No;WikiPack ;No;No;No;No;No;No;No;No;WikiPack ;No;No;No;No;No;WikiPack ;[[LinkToSomePage|link to some page]];;;;;;;;;;;;;;;[Google](http://google.com);;;;;;;;;;# Heading 1;## Heading 2;### Heading etc;;;;;**bold**;;;;_italic_;;;not supported;;;;indent 4 spaces (or 2 tabs);for code blocks;;;;not supported;;not supported;;;;not supported;;;;![External image](http://somesite.com/imageurl.jpg);;;;;;;;;;;;;not supported;;;;;;> Prefix block quotes with an angled bracket;>> Nest brackets to control indentation;;;;;;;* list item one;* list item two;* sub item one;;;;1. item one;2. item two;1. Sub item;;;;;;not supported;;;;;;;---;;;;;;;;;;;;;;;;;;;;;
WikiSH ;11689;11689;Sebastian Misch;wikish.do.homeunix.org;Yes;BSD License;Shell;RCS;0;Alpha;Advanced users, developers, private, bloggers;WikiSH ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;WikiSH ;Unix;No;All;CGI;WikiSH ;Yes;No;No;No;No;No;Optional;;WikiSH ;No;No;htaccess;No;Yes;Optional;No;No;No;WikiSH ;No;;;;;;;WikiSH ;No;No;No;Optional;Unlimited;No;No;;WikiSH ;Yes;No;;;No;No;No;No;No;None;Not available;;;WikiSH ;Yes;Yes;Optional;No;No;No;No;;WikiSH ;None;No;simple;;No;No;No;No;No;Yes;No;No;Yes;No;;No;No;WikiSH ;No;;No;No;No;;No;WikiSH ;No;No;No;No;No;No;WikiSH ;HTML 4;Yes;Print CSS;;Yes;No;No;No;Yes;No;Yes;No;No;WikiSH ;No;No;No;No;No;No;No;No;WikiSH ;;;;;;WikiSH ;CamelCase;;;;;;;;;;;;;;;http://wikish.do.homeunix.org;;;;;;;;;;- This is big;-- This is medium;--- This is small;;;;;'''bold''';;;;''italic'';;;;;;;_ this is;_    sourcecode;;;;;;;;;;;;;;Inline:;http://www.somewhere.org/image.png;;Centered:;;c-http://www.somewhere.org/image.png;;Right float:;r-http://www.somewhere.org/image.png;;Left float:;l-http://www.somewhere.org/image.png;;;;;;;;;;;;;;;;* Section;* subsection;* subsubsection;;;;1 Section;1 subsection;1 subsubsection;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wikispaces ;does not apply;does not apply;Wikispaces.com;www.wikispaces.com;does not apply;does not apply;does not apply;does not apply;"free for public and protected (members-only) spaces; $5/mo. for private and ad-free spaces";does not apply;interest groups, education, small companies, social groups, individuals;Wikispaces ;2GB - Unlimited;no limit set;none;per terms of service;Yes;Yes;Yes;Wikispaces ;does not apply;does not apply;does not apply;does not apply;Wikispaces ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;Wikispaces ;Yes;Yes;does not apply;No;No;Yes;No;Yes;No;Wikispaces ;Yes, 2 listed;does not apply;does not apply;www.wikispaces.com;n/a;www.wikispaces.com;n/a;Wikispaces ;Yes;No;Yes;Yes;Unlimited;Between all;Yes;No;Wikispaces ;Yes;Yes;8 languages;Welsh, German, English, Spanish, Basque, French, Italian, Polish;Yes;Discussion Pages;Yes;Yes;Yes;Conflict Resolution;Full Text;does not apply;No;Wikispaces ;No;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Wikispaces ;Optional;Yes;complex;No;No;No;No;No;Yes;Yes;Yes;No;Yes;No;yes: javascript;Yes;Yes;Wikispaces ;Yes;Yes;No;Yes;Yes;No;Yes;Wikispaces ;Yes;Yes;Yes;Yes;No;Yes;Wikispaces ;XHTML 1.0 Transitional;Yes;Print View;Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Wikispaces ;Yes;Yes;Yes;Yes;No;No;No;Filenames only;Wikispaces ;Plugin;Plugin;Yes;No;No;Wikispaces ;[[pagename]] or [[pagename|alias]] or [[spacename:pagename]];;;;;;;;;;;;;;;[[http://somewhere.else]] [[http://somewhere.else|alias]] or http://somewhere.else;;;;;;;;;;= Headline 1 =;== Headline 2 ==;=== Headline 3 ===;;;;;**bold**;;;;//italics//;;;__underline__;;;;{{monospace}};;;;;via editor tool;;via editor tool;;;;via editor tool;;;;[[image:image.jpg]];;;;;;;;;;;;;via editor tool;;;;;;> indent;;;;;;;;* one;* two;** sub-two;* three;;;# one;# two;## sub-two;# three;;;;; n/a;;;;;;;----;;;;;;;;;;;;;;;;;;;;;
WikkaWiki ;36951;40633;Wikka Development Team;wikkawiki.org;Yes;GPL;PHP;Database;0;Mature;Individual users (PIM/website backend), development teams (software documentation/knowledge base), organizations and companies (intranet/public website backend);WikkaWiki ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;WikkaWiki ;any (platform-independent);No;any server with PHP/MySQL support;mod_rewrite (optional);WikkaWiki ;No;Yes;No;No;No;No;No;No;WikkaWiki ;Yes;Yes;Active Directory (patch);Yes;No;Yes;Yes;Plugin;No;WikkaWiki ;No;Yes;wush.net;wush.net;wikkawiki.org;(support requests are handled via mailing list);wikkawiki.org;WikkaWiki ;Yes;No;Yes;Yes;Unlimited;Between all;Yes;Yes;WikkaWiki ;Yes;Yes;;;Patch;Flat;Yes;No;Plugin;Page Locking;Full Text;No;Plugin;WikkaWiki ;Yes;Patch;Yes;Yes;No;Yes;No;Patch;WikkaWiki ;Some;Plugin;simple + complex;No;No;No;No;No;Yes;Plugin;Yes;Yes;Yes;No;Extensibility through drop-in plugins;Yes;Yes;WikkaWiki ;No;Yes;Yes;Yes;Plugin;Patch;Patch;WikkaWiki ;Yes;Yes;Yes;Patch;Patch;Yes;WikkaWiki ;XHTML 1.0 Transitional;Yes;Print CSS;;Yes;Yes;Plugin;Patch;Patch;Yes;Plugin;Patch;No;WikkaWiki ;Yes;No;Yes;No;No;No;Yes;No;WikkaWiki ;Plugin;Plugin;No;Plugin;No;WikkaWiki ;CamelCase;[[forced]];[[forced This is a link]];[[forced ???]];;;;;;;;;;;;http://wikkawiki.org;[[http://wikkawiki.org Wikka Wiki]];[[Wikipedia:WikkaWiki]];;;;;;;;====== Level 1 ======;===== Level 2 =====;==== Level 3 ====;=== Level 4 ===;== Level 5 ==;;;**bold**;;;;//italic//;;;__underlined__;;;;##monospaced##;;;;;++Strike through text++;;"""""<sup>Superscript</sup>""""";;;;"""""<sub>Subscript</sub>""""";;;;http://foo.bar/bar.jpg;"{{image url=""local.jpg""}}";"{{image url=""http://foo.bar/bar.jpg""}}";;;;;;;;;;;@@Center text@@;<<left floated<<;>>right floated>>;;;;(4 spaces or a ~ can replace a tab);indented;~indented;;;;;;(4 spaces or a ~ can replace a tab);;~- Item 1;~~- Item 1.1;~- Item 2;;(4 spaces or a ~ can replace a tab);;~1) Item 1;~~1) Item 1.1;~1) Item 2;;(more options for lists are available);;"""""<dl>";<dt>Coffee</dt>;<dd>Black hot drink</dd>;<dt>Milk</dt>;<dd>White cold drink</dd>;"</dl>""""";;----;;;;;;;;;;;;;;;;;;;;;
WikyBlog ;38108;Oct 24, 2007;Josh Schmidt;www.wikyblog.com;Yes;GPL;PHP;Database;0;Mature;Private, Internet Communities;WikyBlog ;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;does not apply;WikyBlog ;UNIX, Windows, MacOS X, probably others;No;Apache, anything with PHP;MySQL;WikyBlog ;No;Yes;No;No;No;No;No;;WikyBlog ;Yes;Yes;No;Yes;No;Yes;Yes;Yes;No;WikyBlog ;No;Yes;sourceforge.net;sourceforge.net;;sourceforge.net;;WikyBlog ;Yes;No;Yes;Yes;Unlimited;Between all;Yes;Yes;WikyBlog ;Yes;No;5 languages;Chinese, English, French, Japanese, Turkish;No;Threaded;Yes;Yes;Yes;Page Locking;Full Text;;;WikyBlog ;No;Yes;Yes;No;No;Yes;No;;WikyBlog ;Some;No;simple + complex;No;No;No;No;Yes;Yes;No;No;Yes;Yes;No;No;Yes;No;WikyBlog ;No;;No;Yes;No;Yes;Yes;WikyBlog ;Yes;Yes;Yes;Yes;No;No;WikyBlog ;XHTML 1.0 Transitional;Yes;No;;Yes;Yes;Yes;No;Optional;No;No;No;No;WikyBlog ;Yes;No;No;No;No;No;No;No;WikyBlog ;;;;;;WikyBlog ;[[a link]];[[a link|with title]];;;;;;;;;;;;;;[http://example.org The title];;;;;;;;;;==Section==;===Subsection===;====Sub-subsection====;;;;;'''bold''';;;;''italic'';;;<u>underlined</u>;;;;<tt>monospace</tt>;;;;;<strike>strikethrough</strike>;;<sup>superscript</sup>;;;;<sub>subscript</sub>;;;;[[Image:wiki.png]];;;;;;;;;;;;;<center>Centered</center>;;;;;;: indented line;;;;;;;;* Item 1;** Item 1.1;* Item 2;;;;# Item 1;## Item 1.1;# Item 2;;;;;;"; term : definition";;;;;;;----;;;;;;;;;;;;;;;;;;;;;
